0.351000010967254638671875,
0.888416111469268798828125,
0.386618435382843017578125,
0.9248640537261962890625,
0.271013081073760986328125,
0.770503461360931396484375,
0.689628779888153076171875,
0.834759652614593505859375,
0.537950336933135986328125,
0.969383060932159423828125,
0.115750215947628021240234375,
0.3991732299327850341796875,
0.93535244464874267578125,
0.23582617938518524169921875,
0.70282757282257080078125,
0.814557850360870361328125,
0.58910810947418212890625,
0.944032967090606689453125,
0.2060554325580596923828125,
0.638026773929595947265625,
0.900699555873870849609375,
0.348815500736236572265625,
0.885858714580535888671875,
0.3943409025669097900390625,
0.931461036205291748046875,
0.24898135662078857421875,
0.72925961017608642578125,
0.770016133785247802734375,
0.690656006336212158203125,
0.833236157894134521484375,
0.541919291019439697265625,
0.968146860599517822265625,
0.120270214974880218505859375,
0.4126406610012054443359375,
0.945236504077911376953125,
0.2018813788890838623046875,
0.6283886432647705078125,
0.91071379184722900390625,
0.3171253204345703125,
0.84457170963287353515625,
0.51195430755615234375,
0.9744427204132080078125,
0.097126007080078125,
0.3420009613037109375,
0.877641618251800537109375,
0.41880857944488525390625,
0.949291050434112548828125,
0.18773646652698516845703125,
0.594716846942901611328125,
0.940012037754058837890625,
0.2199186980724334716796875,
0.6690623760223388671875,
0.863529860973358154296875,
0.4595995843410491943359375,
0.9686343669891357421875,
0.11848914623260498046875,
0.4073529541492462158203125,
0.941524505615234375,
0.21471883356571197509765625,
0.65759718418121337890625,
0.878136217594146728515625,
0.417350709438323974609375,
0.94835948944091796875,
0.19099770486354827880859375,
0.60261857509613037109375,
0.933930814266204833984375,
0.24064578115940093994140625,
0.71266806125640869140625,
0.79861199855804443359375,
0.6272404193878173828125,
0.91185855865478515625,
0.3134528696537017822265625,
0.83928072452545166015625,
0.52606546878814697265625,
0.972350299358367919921875,
0.104852259159088134765625,
0.3660472333431243896484375,
0.9050209522247314453125,
0.3352363109588623046875,
0.86912643909454345703125,
0.4436081349849700927734375,
0.962597787380218505859375,
0.14041282236576080322265625,
0.4707185924053192138671875,
0.9716560840606689453125,
0.107408098876476287841796875,
0.3738992512226104736328125,
0.9129846096038818359375,
0.309830486774444580078125,
0.83395874500274658203125,
0.540039122104644775390625,
0.968747794628143310546875,
0.118074469268321990966796875,
0.40611827373504638671875,
0.940626323223114013671875,
0.2178089320659637451171875,
0.66443598270416259765625,
0.869547188282012939453125,
0.44239604473114013671875,
0.96205902099609375,
0.1423557102680206298828125,
0.4761532247066497802734375,
0.972782135009765625,
0.103260509669780731201171875,
0.3611313402652740478515625,
0.899790465831756591796875,
0.351653575897216796875,
0.889174044132232666015625,
0.38431990146636962890625,
0.922810614109039306640625,
0.27780163288116455078125,
0.78244876861572265625,
0.66386854648590087890625,
0.870273768901824951171875,
0.44029963016510009765625,
0.9610998630523681640625,
0.14580897986888885498046875,
0.485740005970001220703125,
0.974206984043121337890625,
0.0979981720447540283203125,
0.3447386920452117919921875,
0.88098633289337158203125,
0.408912718296051025390625,
0.94264209270477294921875,
0.21086512506008148193359375,
0.648963987827301025390625,
0.888457953929901123046875,
0.3864916265010833740234375,
0.924751818180084228515625,
0.2713849842548370361328125,
0.771167218685150146484375,
0.688226521015167236328125,
0.836826026439666748046875,
0.532538115978240966796875,
0.970871031284332275390625,
0.110293842852115631103515625,
0.3827035427093505859375,
0.92134201526641845703125,
0.2826365530490875244140625,
0.790737330913543701171875,
0.645340025424957275390625,
0.892617523670196533203125,
0.373820781707763671875,
0.9129073619842529296875,
